,episode,time,agent_type,agent_id,x,y,theta,vx,vy,u_v,u_omega,goal_x,goal_y
0,0,0.0999999999999999,robot,0,-3.2989917989854414,-0.4975734661745932,0.0,0.0,0.0,1.8000000179484308,0.4130506649065357,2.2004527863970527,-0.4046980602185517
1,0,0.0999999999999999,pedestrian,1,1.46416555241451,-2.183065659654565,-0.4084793070552692,-0.1997609519423221,0.127218867599097,,,,
2,0,0.0999999999999999,pedestrian,2,0.1151580691373672,-1.867587285796176,1.4395688255853272,-1.1626983258446946,1.2426751195934338,,,,
3,0,0.0999999999999999,pedestrian,3,-0.7380287854610053,-1.1298409552764324,1.0230611224842572,-0.0243467434230157,-0.0794573044114078,,,,
4,0,0.0999999999999999,pedestrian,4,2.338213453369656,1.1045204126686852,2.741110394230819,-0.0392763522133777,0.0214848211670268,,,,
5,0,0.0999999999999999,pedestrian,5,2.741137723189889,-1.8442251261230835,-1.9855518184302992,0.0097674086850716,0.0373514223449298,,,,
6,0,0.0999999999999999,pedestrian,6,0.3902432402175925,-2.1262671832947646,-2.0968318317297463,1.1661893443501026,-0.9732587707671402,,,,
7,0,0.0999999999999999,pedestrian,7,0.927452489597169,2.7933881424252625,-2.655359226903934,-0.1650053499449226,-0.093029604762746,,,,
8,0,0.0999999999999999,pedestrian,8,-0.5159138085493494,-2.8278042423786927,0.3887366243195628,0.2343537906321405,0.0806371488837116,,,,
9,0,0.0999999999999999,pedestrian,9,2.008791566961743,-0.8403033880186497,-3.13318095019626,-1.095406910682716,-0.6705814196983702,,,,
10,0,0.0999999999999999,pedestrian,10,1.2288797542698036,-3.0009151445571844,1.3910093873433846,-0.0377148845043448,-0.1287041750547561,,,,
11,0,0.0999999999999999,pedestrian,11,2.6294182036064244,-0.3502635490799498,0.3423020531203196,0.8915897374837486,0.6638321365028579,,,,
12,0,0.21,robot,0,-3.1010509081416315,-0.4934849040350776,0.0454355731397186,1.7981423853603926,0.081755896330408,1.80000001797985,-0.0492044808405784,2.2004527863970527,-0.4046980602185517
13,0,0.21,pedestrian,1,1.441157728869308,-2.161142200127827,-1.1797008332584211,-0.172085985070632,0.260476843547651,,,,
14,0,0.21,pedestrian,2,-0.0186560756878243,-1.742660835364786,0.8601828657346935,-1.3249554505242584,1.0116953895203735,,,,
15,0,0.21,pedestrian,3,-0.7391636115464593,-1.1352747869477813,0.4534311404796473,0.0326285188660848,0.0029030255144871,,,,
16,0,0.21,pedestrian,4,2.329270857235331,1.107715157116838,3.106295242262477,-0.1426395563706987,0.0304137061076366,,,,
17,0,0.21,pedestrian,5,2.7415442628298368,-1.8416460358733169,-2.4346030046596003,-0.0162377976949469,-0.0037822738224407,,,,
18,0,0.21,pedestrian,6,0.5217675251263351,-2.2225374271997933,-1.478699365251358,1.2692641218410887,-0.8343852891547506,,,,
19,0,0.21,pedestrian,7,0.90209877841445,2.779984390948118,-2.7360255905927224,-0.3051789310366977,-0.1501431301092952,,,,
20,0,0.21,pedestrian,8,-0.480769057542255,-2.813754877024957,0.5184697626549251,0.4113555501499306,0.1889513442437926,,,,
21,0,0.21,pedestrian,9,1.8942419975836264,-0.8919581007129546,-3.716660937004797,-0.930747917114884,-0.2061817761302716,,,,
22,0,0.21,pedestrian,10,1.2245799037253222,-3.0154938483647027,1.82851272204072,-0.041063359822419,-0.1100555177612726,,,,
23,0,0.21,pedestrian,11,2.7162192914282564,-0.2934080615387548,-0.639823925324351,0.6359855181228528,0.3073809992980171,,,,
24,0,0.3200000000000001,robot,0,-2.9032339586749227,-0.4849784141055795,0.0400230802472547,1.7985585481414703,0.0720223134501163,1.8000000179399935,0.0414641732572066,2.2004527863970527,-0.4046980602185517
25,0,0.3200000000000001,pedestrian,1,1.431292873736678,-2.134104230273356,-1.762165232147081,0.0151794175677399,0.197332809737471,,,,
26,0,0.3200000000000001,pedestrian,2,-0.1244826289451949,-1.6552498378019938,0.5308704324310596,-0.5283285506209404,0.5041372589173343,,,,
27,0,0.3200000000000001,pedestrian,3,-0.7291258457370571,-1.1296902617568512,0.0567377277475543,0.1507887480443854,0.1066316529592762,,,,
28,0,0.3200000000000001,pedestrian,4,2.3069395406054443,1.1092549394993862,3.3880318678846773,-0.2752402162492719,-0.0164061234076604,,,,
29,0,0.3200000000000001,pedestrian,5,2.7354069765617943,-1.844947848547516,-2.7979648280417626,-0.114415634140049,-0.0558600885396884,,,,
30,0,0.3200000000000001,pedestrian,6,0.6323376103162528,-2.321783141096672,-0.9944685606857432,0.7219031047586877,-0.9170550394103544,,,,
31,0,0.3200000000000001,pedestrian,7,0.862395152545948,2.7618686026076693,-2.8003073354676755,-0.4239366313760396,-0.1778364115302071,,,,
32,0,0.3200000000000001,pedestrian,8,-0.4288652577819317,-2.7868763154680085,0.6115085285052486,0.5358657759175511,0.3111636529145297,,,,
33,0,0.3200000000000001,pedestrian,9,1.8034777695917488,-0.8933599977203254,-4.060606464608362,-0.7072572602271953,0.193558596163508,,,,
34,0,0.3200000000000001,pedestrian,10,1.2187361745379064,-3.02246368120706,2.1606813459761693,-0.0750201351375747,-0.0054610289264367,,,,
35,0,0.3200000000000001,pedestrian,11,2.772900409627214,-0.2768821414011159,-1.2010046057738846,0.3886263878253519,-0.0197676418700283,,,,
36,0,0.4300000000000002,robot,0,-2.7054095385111983,-0.4766458175213326,0.0445841393055479,1.798211343307584,0.0802248676154194,1.8000000179348223,0.0721056284392299,2.2004527863970527,-0.4046980602185517
37,0,0.4300000000000002,pedestrian,1,1.4401192208115976,-2.118422093588448,-2.148792721540463,0.1329716902141855,0.0855440948389427,,,,
38,0,0.4300000000000002,pedestrian,2,-0.1484498503060839,-1.6208751037663198,0.3705867363832467,0.1266197239000313,0.1228231498750941,,,,
39,0,0.4300000000000002,pedestrian,3,-0.7118670728260268,-1.1129277193088762,-0.1892083779610618,0.1396279370200201,0.2015894217752137,,,,
40,0,0.4300000000000002,pedestrian,4,2.270697747013448,1.1031309438561665,3.577153528218414,-0.3889154032368677,-0.1080409497640678,,,,
41,0,0.4300000000000002,pedestrian,5,2.716269568769325,-1.8518605607511944,-3.0505478134225803,-0.2469789012223011,-0.061760651173494,,,,
42,0,0.4300000000000002,pedestrian,6,0.6960389000341423,-2.416119590895482,-0.6435085625611509,0.4309422093462817,-0.7392051216424581,,,,
43,0,0.4300000000000002,pedestrian,7,0.810697519612671,2.7417102440055245,-2.8463638066946886,-0.5214903107210008,-0.1874029902085082,,,,
44,0,0.4300000000000002,pedestrian,8,-0.3654145922942394,-2.746761282768853,0.6726887407323835,0.6197626812375999,0.426276701519109,,,,
45,0,0.4300000000000002,pedestrian,9,1.734343536136299,-0.8572636202353339,-4.24798128707471,-0.5455791993204113,0.4718359845547819,,,,
46,0,0.4300000000000002,pedestrian,10,1.2084766877474933,-3.0201365275996714,2.3788664547773344,-0.1007450476245448,0.0231794813710695,,,,
47,0,0.4300000000000002,pedestrian,11,2.806773767338286,-0.2921173635697888,-1.495121067711176,0.2208300893603311,-0.2705143761200894,,,,
48,0,0.5400000000000003,robot,0,-2.507639905986021,-0.4671080294009088,0.0525157584338624,1.797518473915113,0.0944849220735411,1.8000000179289417,0.1150588125647061,2.2004527863970527,-0.4046980602185517
49,0,0.5400000000000003,pedestrian,1,1.4550909845660611,-2.1123216638981765,-2.3881071260872573,0.1204221442473328,0.0261495787536836,,,,
50,0,0.5400000000000003,pedestrian,2,-0.1097375185768673,-1.6164302272659632,0.2909847552786219,0.576962102491872,-0.0130286923054621,,,,
51,0,0.5400000000000003,pedestrian,3,-0.6987638053422847,-1.0895813630902127,-0.3406429263433092,0.1116193791613307,0.1980368205369391,,,,
52,0,0.5400000000000003,pedestrian,4,2.223549469946561,1.0859605883991583,3.699679963303109,-0.4707290966549067,-0.2140787510076767,,,,
53,0,0.5400000000000003,pedestrian,5,2.682685525949456,-1.85709478416306,-3.217066088476644,-0.3716506646789241,-0.024805728086395,,,,
54,0,0.5400000000000003,pedestrian,6,0.7283090546669222,-2.477522865205638,-0.4015284694808549,0.1018839107347106,-0.3033860280984262,,,,
55,0,0.5400000000000003,pedestrian,7,0.7492589732102442,2.721024668710091,-2.8787824154191672,-0.5997173179432144,-0.187741147286923,,,,
56,0,0.5400000000000003,pedestrian,8,-0.2942859131625358,-2.694838702859149,0.7129589461313454,0.6741279510630471,0.5229998352207552,,,,
57,0,0.5400000000000003,pedestrian,9,1.680094843024583,-0.7948308402621681,-4.354629894390951,-0.4384305275015668,0.6710362145227943,,,,
58,0,0.5400000000000003,pedestrian,10,1.2025076221244542,-3.0253101369822,2.5190125438929813,0.0420198054869408,-0.1747940832345645,,,,
59,0,0.5400000000000003,pedestrian,11,2.8242961408999725,-0.3322459910097252,-1.655134505364827,0.0901458948247177,-0.4692746219001859,,,,
60,0,0.6500000000000004,robot,0,-2.3099772462001247,-0.4555774306856576,0.0651722278159816,1.7961786933914703,0.1172269847377337,1.8000000179718492,0.1073310282252739,2.2004527863970527,-0.4046980602185517
61,0,0.6500000000000004,pedestrian,1,1.464328099585552,-2.11171599967668,-2.5300422939830773,0.031263338080718,-0.0201980558624363,,,,
62,0,0.6500000000000004,pedestrian,2,-0.0330390923139592,-1.6166817934663098,0.2488232150761852,0.8120579649996612,0.0277250312727308,,,,
63,0,0.6500000000000004,pedestrian,3,-0.6833610177061125,-1.0731636371385431,-0.4328173111507319,0.1906696906082702,0.0782435682525862,,,,
64,0,0.6500000000000004,pedestrian,4,2.1687895774803447,1.0572911799939737,3.779323846151052,-0.5263815107106156,-0.3143837301577045,,,,
65,0,0.6500000000000004,pedestrian,5,2.636528757594304,-1.8570480562844291,-3.3256327727823862,-0.472508636703938,0.0325384689063434,,,,
66,0,0.6500000000000004,pedestrian,6,0.7220130288783521,-2.488884972340537,-0.2366670390324376,-0.2014062899398561,0.0764712668605825,,,,
67,0,0.6500000000000004,pedestrian,7,0.6800643383171984,2.7005318202342203,-2.9018101710148048,-0.661529711512428,-0.184170233244933,,,,
68,0,0.6500000000000004,pedestrian,8,-0.2185123315603043,-2.6334333195025543,0.7401684062582372,0.7003871884130913,0.5955714366019241,,,,
69,0,0.6500000000000004,pedestrian,9,1.635665292245059,-0.7132717797860391,-4.419100855844607,-0.3677178013944879,0.8181583409633769,,,,
70,0,0.6500000000000004,pedestrian,10,1.2182900246142316,-3.0572231512921886,2.6132087903442134,0.2331553106221946,-0.3824780755488605,,,,
71,0,0.6500000000000004,pedestrian,11,2.828620370845393,-0.3919724380885306,-1.7470771219217789,-0.0179516137725476,-0.6241729691425788,,,,
72,0,0.7600000000000005,robot,0,-2.112470773865325,-0.4416224121376453,0.0769786409207609,1.794669510910241,0.1384247496217833,1.8000000179148523,0.0433006518350477,2.2004527863970527,-0.4046980602185517
73,0,0.7600000000000005,pedestrian,1,1.461983574762675,-2.116485134313283,-2.612609381687513,-0.0855768380095242,-0.0709495053461506,,,,
74,0,0.7600000000000005,pedestrian,2,0.0631123311062449,-1.6096153517926814,0.2249307875021839,0.9360562749954708,0.1083814734980011,,,,
75,0,0.7600000000000005,pedestrian,3,-0.6559337551786231,-1.0719606769708327,-0.4874746063732931,0.3236013506949834,-0.0691770047901771,,,,
76,0,0.7600000000000005,pedestrian,4,2.1088605609213453,1.018254851689612,3.8321344385338327,-0.5643813160546196,-0.4006161681822948,,,,
77,0,0.7600000000000005,pedestrian,5,2.580516462423317,-1.8504182037846943,-3.3971357214184565,-0.5491740452509231,0.0931002216704204,,,,
78,0,0.7600000000000005,pedestrian,6,0.6981928716570958,-2.4757423440773936,-0.1232099140727742,-0.1769589676977041,0.1302845412499549,,,,
79,0,0.7600000000000005,pedestrian,7,0.6047657406377422,2.6805076607219136,-2.9184711774967718,-0.7099659438851949,-0.1794078782533908,,,,
80,0,0.7600000000000005,pedestrian,8,-0.1421878085284355,-2.565577222524152,0.7592227081432111,0.6697181115112962,0.6350665427642085,,,,
81,0,0.7600000000000005,pedestrian,9,1.5977547914990171,-0.6174560684304601,-4.46033598499936,-0.3202840526564245,0.9289673574452924,,,,
82,0,0.7600000000000005,pedestrian,10,1.2438471676406613,-3.097910744274075,2.6746135147769023,0.1957077550463558,-0.3200395761989732,,,,
83,0,0.7600000000000005,pedestrian,11,2.822055089352409,-0.4668888629274214,-1.802871601813007,-0.106337396057691,-0.7436501094848158,,,,
84,0,0.8700000000000006,robot,0,-1.9150907417095373,-0.425968333397454,0.0817417126226156,1.793989828676344,0.1469712866490968,1.800000017906568,-0.0171886313336473,2.2004527863970527,-0.4046980602185517
85,0,0.8700000000000006,pedestrian,1,1.4471921903222595,-2.1264346464144555,-2.660716803927951,-0.1852183300495119,-0.1093741898488642,,,,
86,0,0.8700000000000006,pedestrian,2,0.1702155978425913,-1.593916840875124,0.210410896458736,1.0135891525575764,0.1817870445227318,,,,
87,0,0.8700000000000006,pedestrian,3,-0.6134292769802131,-1.086391802282684,-0.5198063079300009,0.4599432734029736,-0.2015593853875185,,,,
88,0,0.8700000000000006,pedestrian,4,2.045361992163928,0.9705194457505698,3.8680932392987937,-0.5910887205509329,-0.471189884542594,,,,
89,0,0.8700000000000006,pedestrian,5,2.517112552449488,-1.8373536512255295,-3.445203753570808,-0.605865780493358,0.1481480151635531,,,,
90,0,0.8700000000000006,pedestrian,6,0.6911806911960334,-2.463867790274333,-0.0523614015303748,0.1113564334214823,0.075676133641564,,,,
91,0,0.8700000000000006,pedestrian,7,0.5246946093614896,2.6610128378382414,-2.9307849918851137,-0.7477486170920014,-0.174669110220548,,,,
92,0,0.8700000000000006,pedestrian,8,-0.0753748476701367,-2.495683862210779,0.7732457050089654,0.5000100516403339,0.6261043058671063,,,,
93,0,0.8700000000000006,pedestrian,9,1.5642611160326818,-0.5108410279455065,-4.48804001306151,-0.287652785919899,1.0134453506796242,,,,
94,0,0.8700000000000006,pedestrian,10,1.258401475332327,-3.1260273822141484,2.709940630325056,0.0495253821487327,-0.1794944973454962,,,,
95,0,0.8700000000000006,pedestrian,11,2.806673816157398,-0.5535084248659614,-1.838500715618708,-0.1770349215774674,-0.8356403667911478,,,,
96,0,0.9800000000000006,robot,0,-1.7177380682971215,-0.4099710994428275,0.079850963175915,1.7942645076852417,0.1435790406872918,1.8000000178886033,-0.1579892973911063,2.2004527863970527,-0.4046980602185517
97,0,0.9800000000000006,pedestrian,1,1.4249903575425296,-2.1387620125732147,-2.68933815364052,-0.1941300170261287,-0.1017623997273957,,,,
98,0,0.9800000000000006,pedestrian,2,0.2847557397308252,-1.5708055321231165,0.200830776774676,1.0725679682557467,0.2405436702189915,,,,
99,0,0.9800000000000006,pedestrian,3,-0.5566151211151178,-1.1142335632207083,-0.5393384180520159,0.5809164143689174,-0.3107916015759123,,,,
100,0,0.9800000000000006,pedestrian,4,1.9793196331252996,0.9157556594105442,3.893279774107517,-0.6104564331371666,-0.5274292780613228,,,,
101,0,0.9800000000000006,pedestrian,5,2.448285407719668,-1.8186570133261823,-3.4783323526322936,-0.6470315711765668,0.1944573644864101,,,,
102,0,0.9800000000000006,pedestrian,6,0.722381834340213,-2.4592935008871493,-0.0118600595850311,0.4595501059922574,-0.0053928759463762,,,,
103,0,0.9800000000000006,pedestrian,7,0.4409049440067456,2.642017541677361,-2.94008391840638,-0.7771520812505955,-0.1704059875998209,,,,
104,0,0.9800000000000006,pedestrian,8,-0.0341504995692768,-2.429053807329926,0.7843884671532485,0.2325660001235808,0.5778426723476507,,,,
105,0,0.9800000000000006,pedestrian,9,1.5338472292335774,-0.3959658074431932,-4.507458707265845,-0.2644558645746003,1.0782625076047527,,,,
106,0,0.9800000000000006,pedestrian,10,1.2562395815814669,-3.140043873929892,2.728880853935083,-0.0976635358524063,-0.075226507052096,,,,
107,0,0.9800000000000006,pedestrian,11,2.7842922507895738,-0.6491326228731726,-1.8623291816953529,-0.2327046316585951,-0.9062575510141054,,,,
108,0,1.0900000000000007,robot,0,-1.5202528347512343,-0.3957371694095493,0.0624721404628911,1.7964886685745405,0.1123767239344838,1.8000000178836606,-0.5775026323448295,2.2004527863970527,-0.4046980602185517
109,0,1.0900000000000007,pedestrian,1,1.4123619414009525,-2.1450080560713123,-2.707166437473921,0.0354523348566089,0.0260773028647286,,,,
110,0,1.0900000000000007,pedestrian,2,0.4053164455971696,-1.5424232805774043,0.1940540732936265,1.122288904555717,0.2735103406259023,,,,
111,0,1.0900000000000007,pedestrian,3,-0.4874549975061039,-1.1529956296680268,-0.5515216907201279,0.6826714024371976,-0.3987682548103031,,,,
112,0,1.0900000000000007,pedestrian,4,1.9114170899127152,0.8554402582893038,3.9114169119467297,-0.6246701646263978,-0.5712448184292156,,,,
113,0,1.0900000000000007,pedestrian,5,2.375570910994414,-1.7953380523727689,-3.5017674344786,-0.6756577529592803,0.2312930641483981,,,,
114,0,1.0900000000000007,pedestrian,6,0.7746793761453942,-2.4656063746351133,0.0112923756774079,0.3910760212307386,-0.1269847968606661,,,,
115,0,1.0900000000000007,pedestrian,7,0.3542229790223998,2.623462310686194,-2.9472527496004512,-0.8000103423033192,-0.1667219284311772,,,,
116,0,1.0900000000000007,pedestrian,8,-0.0155158862244255,-2.3679257914671705,0.7928661497242573,0.1332093318566863,0.5336838254068129,,,,
117,0,1.0900000000000007,pedestrian,9,1.5056522997580597,-0.2747567883184684,-4.521577357208403,-0.2475115429818395,1.12770266735411,,,,
118,0,1.0900000000000007,pedestrian,10,1.239857415301131,-3.145766392193916,2.7388958120939404,-0.1992359127156978,-0.0381037655537991,,,,
119,0,1.0900000000000007,pedestrian,11,2.7564357296983606,-0.7516196788984397,-1.8789379315883377,-0.2757293535992911,-0.9591522688580406,,,,
120,0,1.2000000000000008,robot,0,-1.322397566570614,-0.3890873220009828,-0.0010531490950387,1.7999990196730282,-0.0018956680394823,1.8000000178714404,-0.3918429098625745,2.2004527863970527,-0.4046980602185517
121,0,1.2000000000000008,pedestrian,1,1.4347384183691392,-2.131761779426504,-2.7190784629785973,0.367537960901665,0.2150694896646737,,,,
122,0,1.2000000000000008,pedestrian,2,0.530729654097004,-1.5118225014682545,0.1892450445066465,1.1585457774779042,0.2800907628862288,,,,
123,0,1.2000000000000008,pedestrian,3,-0.4080039954661234,-1.2005259254826166,-0.5593883421167944,0.766883191826064,-0.4691808442767753,,,,
124,0,1.2000000000000008,pedestrian,4,1.8422014669316975,0.7909497554869607,3.924825673564222,-0.6331991752151104,-0.6006522828476583,,,,
125,0,1.2000000000000008,pedestrian,5,2.300395078288924,-1.7684427296811345,-3.518777850721849,-0.6887730254838631,0.2587224986667381,,,,
126,0,1.2000000000000008,pedestrian,6,0.7982459513437494,-2.484672655233666,0.0267374276373495,0.0150903820963492,-0.1962693946450355,,,,
127,0,1.2000000000000008,pedestrian,7,0.2652929417110034,2.6052845680331536,-2.9528874895045347,-0.8177749885099992,-0.1635804442257449,,,,
128,0,1.2000000000000008,pedestrian,8,0.0004661760838126,-2.3099870161405467,0.7973787385047912,0.1689076953808917,0.5263149819640824,,,,
129,0,1.2000000000000008,pedestrian,9,1.4790545488675342,-0.148856878842151,-4.532177913512103,-0.236252638325724,1.1607588659935155,,,,
130,0,1.2000000000000008,pedestrian,10,1.215681913703928,-3.1512757126136948,2.744139776361153,-0.2311605576995453,-0.0767127995333616,,,,
131,0,1.2000000000000008,pedestrian,11,2.7244464067514254,-0.8590407362228096,-1.8909526470534768,-0.3064434485797688,-0.9935343448501393,,,,
132,0,1.310000000000001,robot,0,-1.1244549566575208,-0.3931744861988878,-0.0441558691799204,1.798245536242445,-0.0794547400807981,1.8000000178560376,-0.3554955065387825,2.2004527863970527,-0.4046980602185517
133,0,1.310000000000001,pedestrian,1,1.476718318925261,-2.106859640328309,-2.726728038049608,0.3242355247975414,0.1975959438735887,,,,
134,0,1.310000000000001,pedestrian,2,0.6592755388494722,-1.4812725266616635,0.1857970256986713,1.1773403957451165,0.2738854912374794,,,,
135,0,1.310000000000001,pedestrian,3,-0.3200620406549421,-1.2550151138926569,-0.5646379205414209,0.8358806448690863,-0.5236720812225572,,,,
136,0,1.310000000000001,pedestrian,4,1.772960117192801,0.7252584615420181,3.9350092091808966,-0.6126000788091109,-0.5675388579233874,,,,
137,0,1.310000000000001,pedestrian,5,2.2254307947951086,-1.738903565274834,-3.531454038858827,-0.6607256440148633,0.2798935652058592,,,,
138,0,1.310000000000001,pedestrian,6,0.7920120690764125,-2.501412950985152,0.0397673245600052,-0.0831456772255125,-0.0786170347675185,,,,
139,0,1.310000000000001,pedestrian,7,0.1746157067602236,2.5874284780406467,-2.957396501840312,-0.8315833742458327,-0.1609015785305167,,,,
140,0,1.310000000000001,pedestrian,8,0.0213593613227422,-2.2508211728805776,0.7981525941807626,0.2119338623314511,0.5568819172355783,,,,
141,0,1.310000000000001,pedestrian,9,1.4529833496584486,-0.0214693572355016,-4.540398784478555,-0.2470478713462257,1.1284507417042176,,,,
142,0,1.310000000000001,pedestrian,10,1.191213113629546,-3.1634648229605977,2.7465797645815884,-0.2058351253941502,-0.1517571283313907,,,,
143,0,1.310000000000001,pedestrian,11,2.689916487282716,-0.9688976670051994,-1.8999612136111124,-0.3177294594203859,-0.9967904664237596,,,,
